VesselID,Date,Terminal,ShippingLine,VesselType,Route,ArrivalHour,TurnaroundHrs,DepartureHour,TEUCapacity,TEULoaded,UtilisationRate
V12573,2024-03-11,Pasir Panjang T3-4,CMA CGM,Container,Singapore–Japan,15,15.9,6,8000,13703,1.0
V12574,2024-03-11,Tuas,Hapag-Lloyd,Container,Singapore–China,4,13.0,17,12000,9519,0.793
V12575,2024-03-11,Pasir Panjang T3-4,PIL,General Cargo,Singapore–SE Asia,16,12.6,4,24000,13460,0.561
V12576,2024-03-11,Brani,COSCO,Bulk Carrier,Singapore–China,13,24.5,13,12000,15921,1.0
V12577,2024-03-11,Tuas,Maersk,Container,Singapore–US West,17,17.3,10,14500,12045,0.831
V12578,2024-03-11,Tanjong Pagar,Evergreen,Bulk Carrier,Singapore–Middle East,8,17.1,1,24000,8532,0.356
V12579,2024-03-12,Brani,Maersk,Tanker,Singapore–India,10,25.3,11,20000,17004,0.85
V12580,2024-03-12,Pasir Panjang T1-2,Maersk,Container,Singapore–Japan,5,21.9,2,24000,18324,0.764
V12581,2024-03-12,Tuas,Yang Ming,Container,Singapore–Europe,13,27.9,16,8000,8991,1.0
V12582,2024-03-12,Pasir Panjang T1-2,Yang Ming,Tanker,Singapore–SE Asia,11,19.7,6,20000,14812,0.741
V12583,2024-03-12,Pasir Panjang T3-4,Hapag-Lloyd,RORO,Singapore–Korea,8,37.2,21,24000,16843,0.702
V12584,2024-03-12,Pasir Panjang T1-2,Yang Ming,Container,Singapore–China,12,31.0,19,24000,10400,0.433
V12585,2024-03-12,Pasir Panjang T3-4,Maersk,Tanker,Singapore–China,6,15.7,21,8000,16042,1.0
V12586,2024-03-12,Keppel,ONE,Container,Singapore–SE Asia,2,28.5,6,24000,10826,0.451
V12587,2024-03-12,Tuas,ONE,Tanker,Singapore–India,20,18.6,14,24000,11345,0.473
V12588,2024-03-12,Keppel,MSC,Container,Singapore–SE Asia,23,25.3,0,12000,6706,0.559
V12589,2024-03-12,Brani,Yang Ming,RORO,Singapore–Europe,6,12.6,18,8000,16473,1.0
V12590,2024-03-12,Keppel,COSCO,Container,Singapore–India,14,27.3,17,24000,19939,0.831
V12591,2024-03-12,Tuas,HMM,Container,Singapore–Korea,17,34.1,3,24000,9988,0.416
V12592,2024-03-12,Keppel,PIL,Tanker,Singapore–India,13,35.7,0,24000,11475,0.478
V12593,2024-03-12,Brani,MSC,Container,Singapore–SE Asia,6,19.9,1,20000,10508,0.525
V12594,2024-03-12,Pasir Panjang T3-4,MSC,Container,Singapore–India,2,26.1,4,14500,6833,0.471
V12595,2024-03-12,Pasir Panjang T1-2,Evergreen,Container,Singapore–SE Asia,12,30.7,18,8000,11198,1.0
V12596,2024-03-12,Brani,HMM,Bulk Carrier,Singapore–SE Asia,0,14.0,14,8000,6448,0.806
V12597,2024-03-12,Tuas,PIL,Container,Singapore–Middle East,22,16.9,14,8000,15176,1.0
V12598,2024-03-12,Tanjong Pagar,Maersk,Tanker,Singapore–SE Asia,23,21.4,20,24000,16672,0.695
V12599,2024-03-12,Pasir Panjang T3-4,PIL,Tanker,Singapore–Middle East,16,29.7,21,24000,18881,0.787
V12600,2024-03-12,Brani,Maersk,Tanker,Singapore–Korea,21,13.1,10,20000,12418,0.621
V12601,2024-03-12,Pasir Panjang T3-4,ONE,RORO,Singapore–US West,9,23.2,8,24000,10528,0.439
V12602,2024-03-12,Pasir Panjang T3-4,MSC,Container,Singapore–SE Asia,18,30.1,0,24000,18334,0.764
V12603,2024-03-12,Pasir Panjang T1-2,Evergreen,Bulk Carrier,Singapore–Europe,4,26.2,6,8000,18302,1.0
V12604,2024-03-12,Pasir Panjang T1-2,Yang Ming,Tanker,Singapore–Korea,11,36.2,23,24000,10656,0.444
V12605,2024-03-12,Keppel,Hapag-Lloyd,General Cargo,Singapore–India,15,30.4,21,14500,7421,0.512
V12606,2024-03-12,Keppel,Hapag-Lloyd,Container,Singapore–Japan,21,28.3,1,12000,8791,0.733
V12607,2024-03-12,Pasir Panjang T1-2,MSC,Container,Singapore–Europe,7,16.3,23,24000,15352,0.64
V12608,2024-03-12,Tanjong Pagar,Evergreen,RORO,Singapore–Middle East,14,30.1,20,8000,17172,1.0
V12609,2024-03-12,Tanjong Pagar,Maersk,Tanker,Singapore–Middle East,3,12.6,15,20000,14025,0.701
V12610,2024-03-13,Tuas,PIL,General Cargo,Singapore–US West,6,31.0,13,20000,11831,0.592
V12611,2024-03-13,Tanjong Pagar,PIL,Container,Singapore–Japan,2,22.3,0,20000,6212,0.311
V12612,2024-03-13,Pasir Panjang T1-2,PIL,Container,Singapore–Europe,18,29.0,23,8000,6784,0.848
V12613,2024-03-13,Tanjong Pagar,Maersk,Container,Singapore–US West,9,20.4,5,24000,6305,0.263
V12614,2024-03-13,Brani,Yang Ming,Container,Singapore–Korea,16,20.6,12,12000,23115,1.0
V12615,2024-03-13,Keppel,ONE,Container,Singapore–Europe,10,28.8,14,20000,10618,0.531
V12616,2024-03-13,Tanjong Pagar,ONE,Tanker,Singapore–US East,16,18.8,10,14500,10635,0.733
V12617,2024-03-13,Keppel,Hapag-Lloyd,Container,Singapore–US East,20,36.2,8,8000,17600,1.0
V12618,2024-03-13,Pasir Panjang T1-2,Yang Ming,Container,Singapore–SE Asia,15,25.0,16,14500,18308,1.0
V12619,2024-03-13,Brani,Evergreen,Container,Singapore–US East,22,18.5,16,12000,21937,1.0
V12620,2024-03-13,Tuas,Yang Ming,Tanker,Singapore–Korea,13,23.4,12,8000,5653,0.707
V12621,2024-03-13,Keppel,ONE,Container,Singapore–US West,17,22.9,15,14500,11332,0.782
V12622,2024-03-13,Pasir Panjang T1-2,Hapag-Lloyd,Container,Singapore–Japan,14,21.2,11,12000,6205,0.517
V12623,2024-03-13,Brani,PIL,Container,Singapore–China,10,19.8,5,12000,5936,0.495
V12624,2024-03-13,Brani,Yang Ming,Container,Singapore–Korea,0,31.1,7,20000,15879,0.794
V12625,2024-03-13,Tanjong Pagar,PIL,Container,Singapore–Japan,4,34.7,14,20000,6919,0.346
V12626,2024-03-13,Tuas,MSC,Bulk Carrier,Singapore–US East,3,17.5,20,8000,7344,0.918
V12627,2024-03-13,Keppel,Yang Ming,Tanker,Singapore–India,15,16.0,7,8000,14203,1.0
V12628,2024-03-13,Tanjong Pagar,ONE,Container,Singapore–US East,9,16.3,1,24000,15440,0.643
V12629,2024-03-13,Tanjong Pagar,ONE,Tanker,Singapore–US East,10,16.1,2,14500,19018,1.0
V12630,2024-03-13,Keppel,Evergreen,Bulk Carrier,Singapore–India,2,34.1,12,12000,5604,0.467
V12631,2024-03-13,Pasir Panjang T1-2,Hapag-Lloyd,Tanker,Singapore–Europe,4,17.6,21,12000,13947,1.0
V12632,2024-03-13,Pasir Panjang T3-4,ONE,Container,Singapore–SE Asia,2,29.0,7,12000,7450,0.621
V12633,2024-03-13,Tuas,MSC,Container,Singapore–Korea,11,35.4,22,20000,13540,0.677
V12634,2024-03-13,Keppel,MSC,Bulk Carrier,Singapore–Japan,17,24.3,17,14500,12718,0.877
V12635,2024-03-13,Tuas,MSC,Container,Singapore–US West,9,37.1,22,24000,10799,0.45
V12636,2024-03-13,Pasir Panjang T3-4,HMM,Bulk Carrier,Singapore–China,6,14.9,20,12000,18966,1.0
V12637,2024-03-13,Pasir Panjang T1-2,Hapag-Lloyd,Bulk Carrier,Singapore–Europe,2,30.3,8,12000,15700,1.0
V12638,2024-03-13,Tuas,Yang Ming,Container,Singapore–Korea,15,24.0,15,24000,6018,0.251
V12639,2024-03-14,Tuas,HMM,Container,Singapore–US East,10,29.2,15,20000,10099,0.505
V12640,2024-03-14,Pasir Panjang T3-4,COSCO,Container,Singapore–Japan,16,24.5,16,20000,20495,1.0
V12641,2024-03-14,Keppel,PIL,Tanker,Singapore–US West,7,26.2,9,20000,10331,0.517
V12642,2024-03-14,Brani,Yang Ming,Bulk Carrier,Singapore–China,17,37.3,6,8000,9526,1.0
V12643,2024-03-14,Brani,COSCO,Container,Singapore–India,10,20.7,6,20000,22136,1.0
V12644,2024-03-14,Keppel,HMM,Bulk Carrier,Singapore–US West,2,14.0,16,24000,14801,0.617
V12645,2024-03-14,Tuas,COSCO,Container,Singapore–Europe,13,12.5,1,14500,17963,1.0
V12646,2024-03-14,Pasir Panjang T1-2,CMA CGM,Bulk Carrier,Singapore–Europe,2,16.4,18,14500,7267,0.501
V12647,2024-03-14,Pasir Panjang T3-4,COSCO,Bulk Carrier,Singapore–US East,16,30.5,22,8000,9660,1.0
V12648,2024-03-14,Pasir Panjang T3-4,Hapag-Lloyd,Bulk Carrier,Singapore–China,2,17.1,19,24000,23136,0.964
V12649,2024-03-14,Pasir Panjang T1-2,MSC,Tanker,Singapore–US West,16,34.3,2,8000,10088,1.0
V12650,2024-03-14,Pasir Panjang T3-4,Hapag-Lloyd,Tanker,Singapore–SE Asia,9,29.9,14,20000,11268,0.563
V12651,2024-03-14,Brani,HMM,Container,Singapore–US West,7,13.8,20,20000,14692,0.735
V12652,2024-03-14,Tanjong Pagar,Yang Ming,Bulk Carrier,Singapore–SE Asia,17,35.6,4,8000,10232,1.0
V12653,2024-03-14,Tanjong Pagar,PIL,Bulk Carrier,Singapore–US West,10,22.7,8,12000,13684,1.0
V12654,2024-03-14,Brani,MSC,Container,Singapore–Korea,18,30.5,0,20000,19205,0.96
V12655,2024-03-14,Brani,ONE,Container,Singapore–Japan,6,32.6,14,8000,18626,1.0
V12656,2024-03-14,Tuas,Evergreen,RORO,Singapore–US West,0,31.9,7,24000,6933,0.289
V12657,2024-03-14,Brani,COSCO,Container,Singapore–Japan,18,15.8,9,20000,6963,0.348
V12658,2024-03-14,Pasir Panjang T3-4,Evergreen,Tanker,Singapore–India,0,36.4,12,12000,19041,1.0
V12659,2024-03-14,Brani,COSCO,Container,Singapore–China,13,20.5,9,14500,23164,1.0
V12660,2024-03-14,Tanjong Pagar,Yang Ming,Container,Singapore–Europe,0,18.7,18,12000,13987,1.0
V12661,2024-03-14,Tanjong Pagar,HMM,Container,Singapore–Japan,8,27.4,11,12000,17618,1.0
V12662,2024-03-14,Pasir Panjang T3-4,Yang Ming,Tanker,Singapore–SE Asia,21,37.1,10,24000,22189,0.925
V12663,2024-03-14,Tuas,ONE,Tanker,Singapore–US West,13,15.8,4,20000,7497,0.375
V12664,2024-03-14,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–US West,15,33.1,0,20000,20423,1.0
V12665,2024-03-14,Pasir Panjang T1-2,HMM,Container,Singapore–India,16,36.1,4,14500,10329,0.712
V12666,2024-03-14,Pasir Panjang T3-4,Evergreen,Tanker,Singapore–SE Asia,18,25.2,19,12000,6543,0.545
V12667,2024-03-14,Pasir Panjang T1-2,CMA CGM,Bulk Carrier,Singapore–Middle East,21,13.6,10,12000,18769,1.0
V12668,2024-03-14,Tanjong Pagar,ONE,Container,Singapore–US West,21,33.4,6,12000,17970,1.0
V12669,2024-03-14,Tanjong Pagar,Maersk,Bulk Carrier,Singapore–Middle East,3,31.3,10,8000,22599,1.0
V12670,2024-03-14,Pasir Panjang T1-2,Hapag-Lloyd,RORO,Singapore–China,4,16.6,20,24000,6681,0.278
V12671,2024-03-14,Brani,ONE,Container,Singapore–US West,2,27.4,5,14500,16323,1.0
V12672,2024-03-14,Tanjong Pagar,Maersk,General Cargo,Singapore–US East,11,37.2,0,24000,17438,0.727
V12673,2024-03-15,Brani,COSCO,Container,Singapore–India,16,31.0,23,12000,12955,1.0
V12674,2024-03-15,Pasir Panjang T3-4,Yang Ming,Tanker,Singapore–India,6,24.9,6,14500,11143,0.768
V12675,2024-03-15,Pasir Panjang T3-4,ONE,Container,Singapore–Korea,22,28.1,2,14500,7702,0.531
V12676,2024-03-15,Tuas,MSC,Container,Singapore–China,22,22.2,20,20000,12215,0.611
V12677,2024-03-15,Tuas,MSC,Container,Singapore–India,3,28.1,7,14500,22001,1.0
V12678,2024-03-15,Tuas,Maersk,General Cargo,Singapore–US East,5,34.2,15,20000,17686,0.884
V12679,2024-03-15,Keppel,Maersk,Container,Singapore–India,22,37.7,11,24000,7225,0.301
V12680,2024-03-15,Brani,CMA CGM,Container,Singapore–SE Asia,18,23.8,17,14500,5508,0.38
V12681,2024-03-15,Pasir Panjang T1-2,HMM,Container,Singapore–China,9,17.8,2,24000,17640,0.735
V12682,2024-03-15,Tanjong Pagar,Evergreen,Container,Singapore–US West,13,15.2,4,20000,14107,0.705
V12683,2024-03-15,Keppel,MSC,Container,Singapore–India,1,32.0,9,14500,5754,0.397
V12684,2024-03-15,Tuas,HMM,Tanker,Singapore–India,5,32.5,13,24000,12126,0.505
V12685,2024-03-15,Tuas,HMM,Container,Singapore–US West,13,24.5,13,14500,7261,0.501
V12686,2024-03-15,Pasir Panjang T3-4,Yang Ming,Container,Singapore–Europe,5,16.9,21,12000,10046,0.837
V12687,2024-03-15,Keppel,MSC,Tanker,Singapore–Japan,22,37.6,11,12000,8587,0.716
V12688,2024-03-15,Tanjong Pagar,COSCO,Container,Singapore–Europe,14,17.5,7,24000,6044,0.252
V12689,2024-03-15,Tuas,PIL,Container,Singapore–Middle East,11,24.6,11,20000,19103,0.955
V12690,2024-03-15,Pasir Panjang T3-4,MSC,Bulk Carrier,Singapore–Japan,11,33.4,20,14500,17587,1.0
V12691,2024-03-15,Pasir Panjang T1-2,Yang Ming,RORO,Singapore–Japan,6,21.8,3,8000,16470,1.0
V12692,2024-03-15,Pasir Panjang T1-2,MSC,Container,Singapore–US East,4,28.7,8,14500,9742,0.672
V12693,2024-03-15,Tanjong Pagar,CMA CGM,Tanker,Singapore–US West,20,23.6,19,24000,6069,0.253
V12694,2024-03-16,Keppel,Maersk,Bulk Carrier,Singapore–India,8,21.6,5,12000,10928,0.911
V12695,2024-03-16,Tanjong Pagar,Maersk,Tanker,Singapore–Middle East,1,32.9,9,12000,7412,0.618
V12696,2024-03-16,Tanjong Pagar,ONE,Container,Singapore–China,21,34.0,7,8000,20069,1.0
V12697,2024-03-16,Brani,PIL,Container,Singapore–India,18,20.0,14,14500,14466,0.998
V12698,2024-03-16,Pasir Panjang T1-2,Maersk,Tanker,Singapore–Japan,11,35.1,22,24000,6786,0.283
V12699,2024-03-16,Brani,PIL,RORO,Singapore–SE Asia,7,37.3,20,8000,7358,0.92
V12700,2024-03-16,Keppel,Evergreen,Container,Singapore–Japan,9,24.6,9,20000,5559,0.278
V12701,2024-03-16,Pasir Panjang T1-2,COSCO,Tanker,Singapore–Korea,12,30.2,18,24000,16548,0.69
V12702,2024-03-16,Pasir Panjang T3-4,COSCO,Container,Singapore–Japan,10,23.4,9,24000,11266,0.469
V12703,2024-03-16,Tuas,Yang Ming,Container,Singapore–SE Asia,20,31.2,3,20000,18155,0.908
V12704,2024-03-16,Pasir Panjang T1-2,PIL,Bulk Carrier,Singapore–Europe,12,22.1,10,12000,12539,1.0
V12705,2024-03-16,Tuas,ONE,Bulk Carrier,Singapore–Japan,0,28.2,4,24000,14047,0.585
V12706,2024-03-16,Pasir Panjang T3-4,Maersk,Container,Singapore–Europe,14,32.7,22,8000,22774,1.0
V12707,2024-03-16,Tanjong Pagar,Evergreen,Container,Singapore–Middle East,3,37.1,16,14500,10427,0.719
V12708,2024-03-16,Keppel,Hapag-Lloyd,Container,Singapore–Japan,2,30.5,8,24000,21015,0.876
V12709,2024-03-16,Tanjong Pagar,COSCO,General Cargo,Singapore–SE Asia,13,23.1,12,24000,5831,0.243
V12710,2024-03-16,Pasir Panjang T3-4,Evergreen,Container,Singapore–India,15,37.6,4,8000,18260,1.0
V12711,2024-03-16,Tanjong Pagar,PIL,Container,Singapore–India,7,23.0,6,8000,12310,1.0
V12712,2024-03-16,Keppel,COSCO,Container,Singapore–US East,2,24.0,2,8000,18811,1.0
V12713,2024-03-16,Keppel,Yang Ming,Bulk Carrier,Singapore–Europe,11,25.6,12,8000,10265,1.0
V12714,2024-03-17,Tanjong Pagar,Yang Ming,General Cargo,Singapore–SE Asia,3,34.5,13,24000,10471,0.436
V12715,2024-03-17,Tanjong Pagar,Maersk,Tanker,Singapore–Europe,17,14.1,7,20000,17868,0.893
V12716,2024-03-17,Keppel,Maersk,Container,Singapore–Japan,13,37.3,2,24000,10822,0.451
V12717,2024-03-17,Pasir Panjang T3-4,ONE,Container,Singapore–India,7,17.5,0,24000,12187,0.508
V12718,2024-03-17,Pasir Panjang T3-4,Hapag-Lloyd,Tanker,Singapore–SE Asia,20,20.9,16,24000,14955,0.623
V12719,2024-03-17,Tanjong Pagar,Maersk,Tanker,Singapore–Korea,4,35.5,15,20000,10088,0.504
V12720,2024-03-17,Brani,Maersk,Container,Singapore–Middle East,18,29.9,23,24000,12891,0.537
V12721,2024-03-17,Tanjong Pagar,MSC,Container,Singapore–India,19,15.2,10,24000,11589,0.483
V12722,2024-03-17,Keppel,CMA CGM,Container,Singapore–China,1,18.7,19,14500,11745,0.81
V12723,2024-03-17,Tanjong Pagar,CMA CGM,Container,Singapore–SE Asia,14,23.8,13,20000,8695,0.435
V12724,2024-03-17,Brani,Yang Ming,RORO,Singapore–Middle East,21,27.4,0,12000,8195,0.683
V12725,2024-03-17,Pasir Panjang T1-2,CMA CGM,Container,Singapore–Middle East,15,15.2,6,14500,15840,1.0
V12726,2024-03-17,Keppel,COSCO,Container,Singapore–Korea,6,31.8,13,14500,23238,1.0
V12727,2024-03-17,Tanjong Pagar,ONE,Container,Singapore–India,2,29.8,7,24000,10496,0.437
V12728,2024-03-17,Pasir Panjang T3-4,MSC,Container,Singapore–India,2,26.2,4,8000,11645,1.0
V12729,2024-03-17,Tanjong Pagar,Maersk,Tanker,Singapore–Middle East,19,37.2,8,8000,17363,1.0
V12730,2024-03-17,Brani,MSC,Tanker,Singapore–Middle East,1,20.8,21,12000,7246,0.604
V12731,2024-03-17,Tuas,Maersk,Container,Singapore–US West,6,26.1,8,14500,5526,0.381
V12732,2024-03-17,Brani,Evergreen,Container,Singapore–India,12,36.9,0,8000,5609,0.701
V12733,2024-03-17,Tanjong Pagar,Hapag-Lloyd,Bulk Carrier,Singapore–Korea,2,37.3,15,20000,20603,1.0
V12734,2024-03-17,Keppel,PIL,Container,Singapore–Middle East,23,37.8,12,12000,16907,1.0
V12735,2024-03-18,Pasir Panjang T3-4,MSC,Container,Singapore–US West,13,21.8,10,8000,21686,1.0
V12736,2024-03-18,Tanjong Pagar,CMA CGM,Tanker,Singapore–US East,19,13.1,8,14500,6046,0.417
V12737,2024-03-18,Pasir Panjang T3-4,Yang Ming,Container,Singapore–India,19,26.5,21,20000,7446,0.372
V12738,2024-03-18,Keppel,MSC,Container,Singapore–SE Asia,4,25.7,5,8000,16354,1.0
V12739,2024-03-18,Pasir Panjang T1-2,HMM,RORO,Singapore–China,8,30.2,14,8000,10231,1.0
V12740,2024-03-18,Keppel,Hapag-Lloyd,Container,Singapore–Europe,0,26.0,2,24000,21316,0.888
V12741,2024-03-18,Brani,Hapag-Lloyd,Container,Singapore–Europe,15,37.7,4,20000,13733,0.687
V12742,2024-03-18,Brani,Evergreen,Bulk Carrier,Singapore–US East,18,25.2,19,24000,10656,0.444
V12743,2024-03-18,Brani,PIL,Tanker,Singapore–US East,19,19.5,14,8000,11305,1.0
V12744,2024-03-18,Brani,MSC,Tanker,Singapore–Europe,13,29.1,18,14500,8839,0.61
V12745,2024-03-18,Brani,MSC,Tanker,Singapore–China,3,35.4,14,8000,7478,0.935
V12746,2024-03-18,Tanjong Pagar,PIL,Container,Singapore–China,21,18.9,15,12000,20783,1.0
V12747,2024-03-18,Keppel,Evergreen,RORO,Singapore–Japan,22,24.5,22,12000,8472,0.706
V12748,2024-03-18,Tuas,MSC,General Cargo,Singapore–Middle East,6,26.2,8,14500,14107,0.973
V12749,2024-03-18,Pasir Panjang T3-4,COSCO,Tanker,Singapore–Europe,22,34.0,8,12000,9985,0.832
V12750,2024-03-18,Pasir Panjang T3-4,Yang Ming,Container,Singapore–Middle East,18,14.5,8,8000,12461,1.0
V12751,2024-03-18,Tuas,MSC,Container,Singapore–Europe,1,15.3,16,20000,12383,0.619
V12752,2024-03-18,Keppel,MSC,Container,Singapore–Japan,3,31.4,10,12000,6296,0.525
V12753,2024-03-18,Pasir Panjang T1-2,Maersk,General Cargo,Singapore–US West,15,14.2,5,20000,10588,0.529
V12754,2024-03-18,Keppel,ONE,RORO,Singapore–Korea,14,21.3,11,20000,11357,0.568
V12755,2024-03-18,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–Japan,18,16.0,10,14500,7244,0.5
V12756,2024-03-18,Tuas,PIL,Bulk Carrier,Singapore–US West,8,36.0,20,20000,18497,0.925
V12757,2024-03-18,Tanjong Pagar,Yang Ming,Container,Singapore–Japan,4,17.3,21,12000,14011,1.0
V12758,2024-03-18,Brani,Hapag-Lloyd,Tanker,Singapore–Japan,16,16.8,8,20000,10492,0.525
V12759,2024-03-18,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–US East,6,13.1,19,20000,14051,0.703
V12760,2024-03-18,Brani,ONE,Container,Singapore–Japan,17,22.2,15,14500,8381,0.578
V12761,2024-03-18,Keppel,Evergreen,Container,Singapore–US East,17,17.3,10,8000,22310,1.0
V12762,2024-03-18,Pasir Panjang T1-2,MSC,Bulk Carrier,Singapore–US West,13,36.1,1,20000,19948,0.997
V12763,2024-03-18,Pasir Panjang T3-4,COSCO,Container,Singapore–Japan,11,12.8,23,20000,13198,0.66
V12764,2024-03-18,Pasir Panjang T3-4,Hapag-Lloyd,Tanker,Singapore–Japan,12,32.3,20,20000,5919,0.296
V12765,2024-03-18,Keppel,ONE,Bulk Carrier,Singapore–Middle East,21,18.8,15,20000,18097,0.905
V12766,2024-03-18,Brani,MSC,Container,Singapore–US East,19,22.7,17,20000,10323,0.516
V12767,2024-03-18,Brani,COSCO,Tanker,Singapore–SE Asia,4,35.6,15,12000,10038,0.836
V12768,2024-03-18,Pasir Panjang T3-4,Maersk,Container,Singapore–Korea,0,15.7,15,12000,13772,1.0
V12769,2024-03-19,Pasir Panjang T1-2,MSC,Container,Singapore–China,16,23.7,15,14500,11088,0.765
V12770,2024-03-19,Pasir Panjang T1-2,Yang Ming,Tanker,Singapore–Europe,15,21.5,12,14500,10830,0.747
V12771,2024-03-19,Pasir Panjang T3-4,COSCO,Tanker,Singapore–China,22,21.3,19,14500,10303,0.711
V12772,2024-03-19,Tuas,CMA CGM,Container,Singapore–US East,7,25.6,8,12000,10279,0.857
V12773,2024-03-19,Tanjong Pagar,MSC,Container,Singapore–US East,14,18.3,8,24000,7019,0.292
V12774,2024-03-19,Pasir Panjang T1-2,COSCO,Tanker,Singapore–SE Asia,18,14.3,8,8000,7154,0.894
V12775,2024-03-19,Brani,Evergreen,Container,Singapore–China,17,25.5,18,20000,9131,0.457
V12776,2024-03-19,Tanjong Pagar,COSCO,Container,Singapore–Europe,5,33.7,14,24000,13815,0.576
V12777,2024-03-19,Tanjong Pagar,HMM,Container,Singapore–India,13,17.0,6,20000,10620,0.531
V12778,2024-03-19,Pasir Panjang T1-2,Maersk,Bulk Carrier,Singapore–US West,7,34.8,17,14500,15705,1.0
V12779,2024-03-19,Keppel,CMA CGM,Container,Singapore–Europe,5,37.4,18,12000,9753,0.813
V12780,2024-03-19,Keppel,CMA CGM,Container,Singapore–China,4,18.9,22,24000,8800,0.367
V12781,2024-03-19,Tanjong Pagar,Yang Ming,Container,Singapore–Korea,0,23.7,23,14500,10097,0.696
V12782,2024-03-19,Brani,HMM,Container,Singapore–Japan,16,33.9,1,12000,6568,0.547
V12783,2024-03-19,Tanjong Pagar,CMA CGM,Container,Singapore–US East,15,22.0,13,8000,9933,1.0
V12784,2024-03-19,Pasir Panjang T1-2,ONE,Container,Singapore–US East,10,32.9,18,8000,6453,0.807
V12785,2024-03-19,Brani,CMA CGM,Container,Singapore–India,13,19.8,8,14500,16367,1.0
V12786,2024-03-19,Pasir Panjang T3-4,ONE,Tanker,Singapore–US West,11,19.0,6,8000,20707,1.0
V12787,2024-03-19,Pasir Panjang T1-2,CMA CGM,Container,Singapore–US West,22,17.1,15,20000,11390,0.57
V12788,2024-03-19,Tuas,ONE,Container,Singapore–Korea,4,12.3,16,8000,6893,0.862
V12789,2024-03-19,Tuas,Yang Ming,Container,Singapore–India,18,18.9,12,24000,14292,0.596
V12790,2024-03-19,Pasir Panjang T3-4,CMA CGM,Container,Singapore–Middle East,20,19.8,15,8000,10025,1.0
V12791,2024-03-19,Pasir Panjang T1-2,Evergreen,Container,Singapore–Europe,16,25.8,17,24000,8592,0.358
V12792,2024-03-19,Pasir Panjang T3-4,COSCO,Bulk Carrier,Singapore–Middle East,19,23.5,18,20000,16881,0.844
V12793,2024-03-19,Brani,Evergreen,Container,Singapore–US East,5,13.7,18,20000,12686,0.634
V12794,2024-03-19,Brani,Yang Ming,Bulk Carrier,Singapore–US East,11,33.0,20,24000,6058,0.252
V12795,2024-03-20,Tanjong Pagar,ONE,Bulk Carrier,Singapore–Japan,0,15.9,15,14500,7011,0.484
V12796,2024-03-20,Tuas,Yang Ming,Container,Singapore–Korea,3,22.6,1,12000,13635,1.0
V12797,2024-03-20,Tuas,COSCO,Container,Singapore–Japan,7,19.9,2,12000,8727,0.727
V12798,2024-03-20,Brani,Hapag-Lloyd,Container,Singapore–Europe,11,19.1,6,24000,11159,0.465
V12799,2024-03-20,Tanjong Pagar,Maersk,Bulk Carrier,Singapore–Middle East,23,15.8,14,8000,10505,1.0
V12800,2024-03-20,Pasir Panjang T3-4,Maersk,Tanker,Singapore–Japan,3,36.2,15,24000,22867,0.953
V12801,2024-03-20,Keppel,CMA CGM,Container,Singapore–Japan,4,35.1,15,24000,12223,0.509
V12802,2024-03-20,Pasir Panjang T1-2,CMA CGM,Tanker,Singapore–SE Asia,12,23.0,11,24000,20955,0.873
V12803,2024-03-20,Brani,PIL,Container,Singapore–SE Asia,22,37.0,11,8000,13661,1.0
V12804,2024-03-20,Pasir Panjang T3-4,COSCO,Tanker,Singapore–Korea,3,31.3,10,12000,21347,1.0
V12805,2024-03-20,Pasir Panjang T3-4,CMA CGM,Bulk Carrier,Singapore–SE Asia,23,37.0,12,24000,21681,0.903
V12806,2024-03-20,Tuas,PIL,RORO,Singapore–China,14,30.6,20,8000,10237,1.0
V12807,2024-03-20,Keppel,HMM,Bulk Carrier,Singapore–Korea,9,25.4,10,20000,5607,0.28
V12808,2024-03-20,Tanjong Pagar,COSCO,General Cargo,Singapore–US West,9,34.5,19,14500,6709,0.463
V12809,2024-03-20,Pasir Panjang T3-4,Hapag-Lloyd,Container,Singapore–India,23,24.6,23,8000,22794,1.0
V12810,2024-03-20,Pasir Panjang T3-4,ONE,Bulk Carrier,Singapore–Europe,10,35.7,21,12000,8528,0.711
V12811,2024-03-20,Brani,Hapag-Lloyd,Tanker,Singapore–SE Asia,14,26.1,16,24000,11461,0.478
